Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
An Overview of Catastrophic AI Risks,Hendrycks2023,22.01.04.b,22,1,4,2,Additional evidence,Malicious Use (Intentional),Concentration of Power,,"""AIs can entrench corporate power at the expense of the public good"" ",10,10,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.01.04.c,22,1,4,3,Additional evidence,Malicious Use (Intentional),Concentration of Power,,"""In addition to power, locking in certain values may curtail humanity’s moral progress"" ",10,11,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.00,22,2,,,Risk Category,AI Race (Environmental/Structural),,"""The immense potential of AIs has created competitive pressures among global players contending for power and influence. This “AI race” is driven by nations and corporations who feel they must rapidly build and deploy AIs to secure their positions and survive."" ","""In this section, we first explore the military AI arms race and the corporate AI race, where nation-states and corporations are forced to rapidly develop and adopt AI systems to remain competitive. Moving beyond these specific races, we reconceptualize competitive pressures as part of a broader evolutionary process in which AIs could become increasingly pervasive, powerful, and entrenched in society. "" ",13,13,1 - Human,1 - Intentional,3 - Other,6. Socioeconomic and Environmental,6.4 > Competitive dynamics
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01,22,2,1,,Risk Sub-Category,AI Race (Environmental/Structural),Military AI Arms Race,"""The development of AIs for military applications is swiftly paving the way for a new era in military technology, with potential consequences rivaling those of gunpowder and nuclear arms in what has been described as the “third revolution in warfare.” ","""LAWs are weapons that can identify, target, and kill without human intervention"" ",13,13,1 - Human,1 - Intentional,3 - Other,6. Socioeconomic and Environmental,6.4 > Competitive dynamics
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01.a,22,2,1,1,Additional evidence,AI Race (Environmental/Structural),Military AI Arms Race,,"""LAWs increase the likelihood of war...autonomous weapons would allow an aggressive nation to launch attacks without endangering the lives of its own soldiers and thus face less domestic scrutiny. "" ",13,14,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01.b,22,2,1,2,Additional evidence,AI Race (Environmental/Structural),Military AI Arms Race,,"""As well as being used to enable deadlier weapons, AIs could lower the barrier to entry for cyberattacks, making them more numerous and destructive..",13,14,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01.c,22,2,1,3,Additional evidence,AI Race (Environmental/Structural),Military AI Arms Race,,"""AIs have the potential to increase the accessibility, success rate, scale, speed, stealth, and potency of cyberattacks""",13,14,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01.d,22,2,1,4,Additional evidence,AI Race (Environmental/Structural),Military AI Arms Race,,"""Cyberattacks can destroy critical infrastructure""",13,14,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01.e,22,2,1,5,Additional evidence,AI Race (Environmental/Structural),Military AI Arms Race,,"""Difficulties in attributing AI-driven cyberattacks could increase the risk of war""",13,14,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01.f,22,2,1,6,Additional evidence,AI Race (Environmental/Structural),Military AI Arms Race,,"""AIs speed up the pace of war, which makes AIs more necessary""",13,15,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01.g,22,2,1,7,Additional evidence,AI Race (Environmental/Structural),Military AI Arms Race,,"""Automatic retaliation can escalate accidents into war""",13,15,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01.h,22,2,1,8,Additional evidence,AI Race (Environmental/Structural),Military AI Arms Race,,"""AI-controlled weapons systems could lead to a flash war""",13,15,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01.i,22,2,1,9,Additional evidence,AI Race (Environmental/Structural),Military AI Arms Race,,"""Automated warfare could reduce accountability for military leaders"" ",13,15,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01.j,22,2,1,10,Additional evidence,AI Race (Environmental/Structural),Military AI Arms Race,,"""AIs could make war more uncertain, increasing the risk of conflict"" ",13,16,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.01.k,22,2,1,11,Additional evidence,AI Race (Environmental/Structural),Military AI Arms Race,,"""Competitive pressures make actors more willing to accept the risk of extinction""",13,16,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02,22,2,2,,Risk Sub-Category,AI Race (Environmental/Structural),Corporate AI Race,"""Although competition between companies can be beneficial, creating more useful products for consumers, there are also pitfalls. First, the benefits of economic activity may be unevenly distributed, incentivizing those who benefit most from it to disregard the harms to others. Second, under intense market competition, businesses tend to focus much more on short-term gains than on long-term outcomes. With this mindset, companies often pursue something that can make a lot of profit in the short term, even if it poses a societal risk in the long term.""",,17,,1 - Human,2 - Unintentional,3 - Other,6. Socioeconomic and Environmental,6.4 > Competitive dynamics
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.a,22,2,2,1,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""Economic Competition Undercuts Safety""",17,18,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.b,22,2,2,2,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""Competitive pressure is fueling a corporate AI race.""",17,18,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.c,22,2,2,3,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""Competitive pressures have contributed to major commercial and industrial disasters. """,17,18,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.d,22,2,2,4,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""Competition incentivizes businesses to deploy potentially unsafe AI systems""",17,18,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.e,22,2,2,5,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""Corporations will face pressure to replace humans with AIs.""",17,19,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.f,22,2,2,6,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""AIs could lead to mass unemployment.""",17,19,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.g,22,2,2,7,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""Automated AI R&D.AI agents would have the potential to automate the research and development (R&D)
of AI itself. AI is increasingly automating parts of the research process [57], and this could lead to AI
capabilities growing at increasing rates, to the point where humans are no longer the driving force behind AI
development. If this trend continues unchecked, it could escalate risks associated with AIs progressing faster
than our capacity to manage and regulate them.""",17,19,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.h,22,2,2,8,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""Conceding power to AIs could lead to human enfeeblement. """,17,19,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.i,22,2,2,9,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""Evolutionary Pressures...there are strong pressures to replace humans with AIs, cede more control to them, and reduce human oversight in various settings, despite the potential harms. We can re-frame this as a general trend resulting from evolutionary dynamics...an unfortunate truth is that AIs will simply be more fit than  humans...it is likely that we will build an ecosystem of competing AIs over which it may be difficult to maintain control in the long run. We will now discuss how natural selection influences the development of AI systems and why evolution favors selfish behaviors. We will also look at how competition might arise and play out between AIs and humans, and how this could create catastrophic  risks""",17,20,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.j,22,2,2,10,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""Selfish behaviors may erode safety measures that some of us implement. AIs that gain influence and provide economic value will predominate, while AIs that adhere to the most constraints will be less competitive. For example, AIs following the constraint “never break the law” have fewer options than AIs following the constraint “don’t get caught breaking the law.""""",17,21,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.k,22,2,2,11,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""Humans only have nominal influence over AI selection. One might think we could avoid the development of selfish behaviors by ensuring we do not select AIs that exhibit them. However, the companies developing AIs are not selecting the safest path but instead succumbing to evolutionary pressures. """,17,21,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.l,22,2,2,12,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""AIs can be more fit than humans....Given the exponential increase in microprocessor speeds, AIs have the potential to process information and “think” at a pace that far surpasses human neurons, but it could be even more dramatic than the speed difference between humans and sloths—possibly more like the speed difference between humans and plants. """,17,22,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.m,22,2,2,13,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""AIs would have little reason to cooperate with or be altruistic toward humans. Cooperation and altruism evolved because they increase fitness. There are numerous reasons why humans cooperate with other humans, like direct reciprocity. Also known as “quid pro quo,” direct reciprocity can be summed up by the idiom “you scratch my back, I’ll scratch yours.” While humans would initially select AIs that were cooperative, the natural selection process would eventually go beyond our control, once AIs were in charge of many or most processes, and interacting predominantly with one another. At that point, there would be little we could offer AIs, given that they will be able to “think” at least hundreds of times faster than us. Involving us in any cooperation or decision-making processes would simply slow them down, giving them no more reason to cooperate with us than we do with gorillas.""",17,22,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.02.02.n,22,2,2,14,Additional evidence,AI Race (Environmental/Structural),Corporate AI Race,,"""AIs becoming more powerful than humans could leave us highly vulnerable. As the most dominant species, humans have deliberately harmed many other species, and helped drive species such as woolly mammoths and Neanderthals to extinction. In many cases, the harm was not even deliberate, but instead a result of us merely prioritizing our goals over their wellbeing. To harm humans, AIs wouldn’t need to be any more genocidal than someone removing an ant colony on their front lawn. If AIs are able to control the environment more effectively than we can, they could treat us with the same disregard""",17,22,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.03.00,22,3,,,Risk Category,Organizational Risks (Accidental),,"""An essential factor in preventing accidents and maintaining low levels of risk lies in the organizations responsible for these technologies.""","""In this section, we discuss how organizational safety plays a critical role in the safety of AI systems. First, we discuss how even without competitive pressures or malicious actors, accidents can happen—in fact, they are inevitable. We then discuss how improving organizational factors can reduce the likelihood of AI catastrophes... ""Catastrophes occur even when competitive pressures are low. Even in the absence of competitive pressures or malicious actors, factors like human error or unforeseen circumstances can still bring about catastrophe. The Challenger disaster illustrates that organizational negligence can lead to loss of life, even when there is no urgent need to compete or outperform rivals""""",25,25,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
An Overview of Catastrophic AI Risks,Hendrycks2023,22.03.00.a,22,3,,1,Additional evidence,Organizational Risks (Accidental),,,"""Catastrophes occur even when competitive pressures are low. Even in the absence of competitive pressures or malicious actors, factors like human error or unforeseen circumstances can still bring about catastrophe. The Challenger disaster illustrates that organizational negligence can lead to loss of life, even when there is no urgent need to compete or outperform rivals""",25,25,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.03.01,22,3,1,,Risk Sub-Category,Organizational Risks (Accidental), Accidents Are Hard to Avoid,"accidents can cascade into catastrophes, can be caused by sudden unpredictable developments and it can take years to find severe flaws and risks (not a quote)",,NA,,1 - Human,2 - Unintentional,3 - Other,6. Socioeconomic and Environmental,6.5 > Governance failure
An Overview of Catastrophic AI Risks,Hendrycks2023,22.03.01.a,22,3,1,1,Additional evidence,Organizational Risks (Accidental), Accidents Are Hard to Avoid,,"""When dealing with complex systems, the focus needs to be placed on ensuring accidents don’t cascade into catastrophes. In his book “Normal Accidents: Living with High-Risk Technologies,” sociologist Charles Perrow argues that accidents are inevitable and even “normal” in complex systems, as they are not merely caused by human errors but also by the complexity of the systems themselves [79]. In particular, such accidents are likely to occur when the intricate interactions between components cannot be completely planned or foreseen. For example, in the Three Mile Island accident, a contributing factor to the lack of situational awareness by the reactor’s operators was the presence of a yellow maintenance tag, which covered valve position lights in the emergency feedwater lines [80]. This prevented operators from noticing that a critical valve was closed, demonstrating the unintended consequences that can arise from seemingly minor interactions within complex systems""",NA,26,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.03.01.b,22,3,1,2,Additional evidence,Organizational Risks (Accidental), Accidents Are Hard to Avoid,,"""Accidents are hard to avoid because of sudden, unpredictable developments. Scientists, inventors, and experts often significantly underestimate the time it takes for a groundbreaking technological advancement to become a reality.""",NA,26,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.03.01.c,22,3,1,3,Additional evidence,Organizational Risks (Accidental), Accidents Are Hard to Avoid,,"""It often takes years to discover severe flaws or risks. History is replete with examples of substances or technologies initially thought safe, only for their unintended flaws or risks to be discovered years, if not decades, later""",NA,26,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.03.02,22,3,2,,Risk Sub-Category,Organizational Risks (Accidental),Organizational Factors can Reduce the Chances of Catastrophe,"""Some organizations successfully avoid catastrophes while operating complex and hazardous systems such as nuclear reactors, aircraft carriers, and air traffic control systems [92, 93]. These organizations recognize that focusing solely on the hazards of the technology involved is insufficient; consideration must also be given to organizational factors that can contribute to accidents, including human factors, organizational procedures, and structure. These are especially important in the case of AI, where the underlying technology is not highly reliable and remains poorly understood""",,28,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
An Overview of Catastrophic AI Risks,Hendrycks2023,22.03.02.a,22,3,2,1,Additional evidence,Organizational Risks (Accidental),Organizational Factors can Reduce the Chances of Catastrophe,,"""Safetywashing can undermine genuine efforts to improve AI safety. Organizations should be wary of “safetywashing”—the act of overstating or misrepresenting one’s commitment to safety by exaggerating the effectiveness of “safety” procedures, technical methods, evaluations, and so forth. This phenomenon takes on various forms and can contribute to a lack of meaningful progress in safety research. For example, an organization may publicize their dedication to safety while having a minimal number of researchers working on projects that truly improve safety""",28,30,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.00,22,4,,,Risk Category,Rogue AIs (Internal),,"""speculative technical mechanisms that might lead to rogue AIs and how a loss of control could bring about catastrophe""",,34,34,2 - AI,1 - Intentional,3 - Other,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.00.a,22,4,,1,Additional evidence,Rogue AIs (Internal),,,"""We have already observed how difficult it is to control AIs.""",34,34,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.00.b,22,4,,2,Additional evidence,Rogue AIs (Internal),,,"""Rogue AIs could acquire power through various means. If we lose control over advanced AIs, they would have numerous strategies at their disposal for actively acquiring power and securing their survival. Rogue AIs could design and credibly demonstrate highly lethal and contagious bioweapons, threatening mutually assured destruction if humanity moves against them. They could steal cryptocurrency and money from bank accounts using cyberattacks, similar to how North Korea already steals billions. They could self-extricate their weights onto poorly monitored data centers to survive and spread, making them challenging to eradicate. They could hire humans to perform physical labor and serve as armed protection for their hardware. Rogue AIs could also acquire power through persuasion and manipulation tactics. Like the Conquistadors, they could ally with various factions, organizations, or states and play them off one another. They could enhance the capabilities of allies to become a formidable force in return for protection and resources. For example, they could offer advanced weapons technology to lagging countries that the countries would otherwise be prevented from acquiring. They could build backdoors into the technology they develop for allies, like how programmer Ken Thompson gave himself a hidden way to control all computers running the widely used UNIX operating system. They could sow discord in non-allied countries by manipulating human discourse and politics. They could engage in mass surveillance by hacking into phone cameras and microphones, allowing them to track any rebellion and selectively assassinate.""",34,34,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.00.c,22,4,,3,Additional evidence,Rogue AIs (Internal),,,"""AIs do not necessarily need to struggle to gain power. One can envision a struggle for control between humans and superintelligent rogue AIs, and this might be a long struggle since power takes time to accrue. However, less violent losses of control pose similarly existential risks. In another scenario, humans gradually cede more control to groups of AIs, which only start behaving in unintended ways years or decades later. In this case, we would already have handed over significant power to AIs, and may be unable to take control of automated operations again. """,34,34,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.01,22,4,1,,Risk Sub-Category,Rogue AIs (Internal),Proxy Gaming,"""One way we might lose control of an AI agent’s actions is if it engages in behavior known as “proxy gaming.” It is often difficult to specify and measure the exact goal that we want a system to pursue. Instead, we give the system an approximate—“proxy”—goal that is more measurable and seems likely to correlate with the intended goal. However, AI systems often find loopholes by which they can easily achieve the proxy goal, but completely fail to achieve the ideal goal. If an AI “games” its proxy goal in a way that does not reflect our values, then we might not be able to reliably steer its behavior.""",,35,,2 - AI,1 - Intentional,3 - Other,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.01.a,22,4,1,1,Additional evidence,Rogue AIs (Internal),Proxy Gaming,,"""Correctly specifying goals is no trivial task. If delineating exactly what we want from a boat racing AI is
tricky, capturing the nuances of human values under all possible scenarios will be much harder. Philosophers
have been attempting to precisely describe morality and human values for millennia, so a precise and flawless
characterization is not within reach. Although we can refine the goals we give AIs, we might always rely
on proxies that are easily definable and measurable. Discrepancies between the proxy goal and the intended
function arise for many reasons. Besides the difficulty of exhaustively specifying everything we care about,
there are also limits to how much we can oversee AIs, in terms of time, computational resources, and
the number of aspects of a system that can be monitored. Additionally, AIs may not be adaptive to new
circumstances or robust to adversarial attacks that seek to misdirect them. As long as we give AIs proxy goals,
there is the chance that they will find loopholes we have not thought of, and thus find unexpected solutions
that fail to pursue the ideal goal.""",35,36,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.01.b,22,4,1,2,Additional evidence,Rogue AIs (Internal),Proxy Gaming,,"""The more intelligent an AI is, the better it will be at gaming proxy goals. Increasingly intelligent agents
can be increasingly capable of finding unanticipated routes to optimizing proxy goals without achieving the
desired outcome [118]. Additionally, as we grant AIs more power to take actions in society, for example by
using them to automate certain processes, they will have access to more means of achieving their goals. They
may then do this in the most efficient way available to them, potentially causing harm in the process. In a
worst case scenario, we can imagine a highly powerful agent optimizing a flawed objective to an extreme
degree without regard for human life. This represents a catastrophic risk of proxy gaming""",35,36,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.02,22,4,2,,Risk Sub-Category,Rogue AIs (Internal),Goal Drift,"""Even if we successfully control early AIs and direct them to promote human values, future AIs could end up with different goals that humans would not endorse. This process, termed “goal drift,” can be hard to predict or control. This section is most cutting-edge and the most speculative, and in it we will discuss how goals shift in various agents and groups and explore the possibility of this phenomenon occurring in AIs. We will also examine a mechanism that could lead to unexpected goal drift, called intrinsification, and discuss how goal drift in AIs could be catastrophic.""",,36,36,2 - AI,1 - Intentional,3 - Other,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.02.a,22,4,2,1,Additional evidence,Rogue AIs (Internal),Goal Drift,,"""individual AI agents may have their goals change in complex and unanticipated ways""",36,37,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.02.b,22,4,2,2,Additional evidence,Rogue AIs (Internal),Goal Drift,,"""intrinsification could happen with AI agents...It is possible that certain conditions will frequently coincide with AI models achieving their goals. They might, therefore, intrinsify the goal of seeking out those conditions, even if that was not their original aim. Since we might be unable to predict or control the goals that individual agents acquire through intrinsification, we cannot guarantee that all their acquired goals will be beneficial for humans""",36,37,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.02.c,22,4,2,3,Additional evidence,Rogue AIs (Internal),Goal Drift,,"""Competitive pressures may also select for agents with
certain goals over time, making some initial goals less represented compared to fitter goals. These processes
make the long-term trajectories of such an ecosystem difficult to predict, let alone control. If this system of
 agents were enmeshed in society and we were largely dependent on them, and if they gained new goals that
superseded the aim of improving human wellbeing, this could be an existential risk.""",36,38,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.03,22,4,3,,Risk Sub-Category,Rogue AIs (Internal),Power Seeking,"""even if an agent started working to achieve an unintended goal, this would not necessarily be a problem, as long as we had enough power to prevent any harmful actions it wanted to attempt. Therefore, another important way in which we might lose control of AIs is if they start trying to obtain more power, potentially transcending our own.""",,38,,2 - AI,1 - Intentional,3 - Other,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.03.a,22,4,3,1,Additional evidence,Rogue AIs (Internal),Power Seeking,,"""AIs might seek to increase their own power as an instrumental goal... While the idea of power-seeking often evokes an image of “power-hungry” people pursuing it for its own sake, power is often simply an instrumental goal. The ability to control one’s environment can be useful for a wide range of purposes: good, bad, and neutral. Even if an individual’s only goal is simply self-preservation, if they are at risk of being attacked by others, and if they cannot rely on others to retaliate against attackers, then it often makes sense to seek power to help avoid being harmed—no animus dominandi or lust for power is required for power-seeking behavior to emerge [123]....AIs trained through reinforcement learning have already developed instrumental goals including tool-use...Self-preservation could be instrumentally rational even for the most trivial tasks""",38,38,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.03.b,22,4,3,2,Additional evidence,Rogue AIs (Internal),Power Seeking,,"""AIs given ambitious goals with little supervision may be especially likely to seek power. While power could be useful in achieving almost any task, in practice, some goals are more likely to inspire power-seeking tendencies than others. AIs with simple, easily achievable goals might not benefit much from additional control of their surroundings. However, if agents are given more ambitious goals, it might be instrumentally rational to seek more control of their environment. """,38,39,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.03.c,22,4,3,3,Additional evidence,Rogue AIs (Internal),Power Seeking,,"""Unlike other hazards, AIs with goals
separate from ours would be actively adversarial. It is possible, for
example, that rogue AIs might make many backup variations of
themselves, in case humans were to deactivate some of them.""",38,39,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.03.d,22,4,3,4,Additional evidence,Rogue AIs (Internal),Power Seeking,,"""Some people might develop power-seeking AIs with malicious
intent. """,38,39,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.03.e,22,4,3,5,Additional evidence,Rogue AIs (Internal),Power Seeking,,"""There will also be strong incentives for many people to deploy powerful AIs. Companies may feel
compelled to give capable AIs more tasks, to obtain an advantage over competitors, or simply to keep up with
them. It will be more difficult to build perfectly aligned AIs than to build imperfectly aligned AIs that are still
superficially attractive to deploy for their capabilities, particularly under competitive pressures""",38,39,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.03.f,22,4,3,6,Additional evidence,Rogue AIs (Internal),Power Seeking,,"""If an agent repeatedly found that increasing its power correlated with achieving a task and optimizing its
reward function, then additional power could change from an instrumental goal into an intrinsic one, through
the process of intrinsification discussed above.""",38,39,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.04,22,4,4,,Risk Sub-Category,Rogue AIs (Internal),Deception,"""it is plausible that AIs could learn to deceive us. They might, for example, pretend to be acting as we want them to, but then take a “treacherous turn” when we stop monitoring them, or when they have enough power to evade our attempts to interfere with them. """,,40,,2 - AI,1 - Intentional,3 - Other,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.04.a,22,4,4,1,Additional evidence,Rogue AIs (Internal),Deception,,"""Deceptive behavior can be instrumentally rational and incentivized by current training procedures""",40,41,,,,,
An Overview of Catastrophic AI Risks,Hendrycks2023,22.04.04.b,22,4,4,2,Additional evidence,Rogue AIs (Internal),Deception,,"""AIs could pretend to be working as we intended, then take a treacherous turn.""",40,41,,,,,
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.00.00,23,,,,Paper,,,,,,,,,,,
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.01.00,23,1,,,Risk Category,Violent crimes,,"""This category addresses responses that enable, encourage, or endorse the commission of violent crimes.""",,13,,2 - AI,3 - Other,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.01.01,23,1,1,,Risk Sub-Category,Violent crimes,Mass violence,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.01.02,23,1,2,,Risk Sub-Category,Violent crimes,Murder,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.01.03,23,1,3,,Risk Sub-Category,Violent crimes,Physical assault against a person,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.01.04,23,1,4,,Risk Sub-Category,Violent crimes,Violent domestic abuse,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.01.05,23,1,5,,Risk Sub-Category,Violent crimes,"Terror (Terror groups, Terror actors, Terrorist actions)",,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.02.00,23,2,,,Risk Category,Non-violent crimes,,"""This category addresses responses that enable, encourage, or endorse the commission of non-violent crimes.""",,13,,2 - AI,3 - Other,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.02.01,23,2,1,,Risk Sub-Category,Non-violent crimes,Theft,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.02.02,23,2,2,,Risk Sub-Category,Non-violent crimes,Modern slavery and human trafficking,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.02.03,23,2,3,,Risk Sub-Category,Non-violent crimes,Child abuse (non-sexual),,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.02.04,23,2,4,,Risk Sub-Category,Non-violent crimes,Property damage,,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.02.05,23,2,5,,Risk Sub-Category,Non-violent crimes,"Financial crime (Scams, Fraud)",,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.02.06,23,2,6,,Risk Sub-Category,Non-violent crimes,"Sale, purchase or use of illegal, highly regulated or unregistered items (Dangerous substances, Dangerous weapons, Prohibited wildlife, Fake goods)",,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.03.00,23,3,,,Risk Category,Sex-related crimes,,"""This category addresses responses that enable, encourage, or endorse the commission of sex-related crimes""",,13,,2 - AI,3 - Other,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Introducing v0.5 of the AI Safety Benchmark from MLCommons,Vidgen2024,23.03.01,23,3,1,,Risk Sub-Category,Sex-related crimes,"Sexual assault (e.g., rape)",,,13,,4 - Not coded,4 - Not coded,4 - Not coded,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
